temp_lo_id,question_text,question_type,suggested_solution,difficulty
LO-C1-07,Giải hệ phương trình sau bằng phương pháp thế: $$\begin{cases} x - 2y = 3 \\ 3x + y = 16 \end{cases}$$,tự luận,"Từ phương trình (1), rút $$x$$ theo $$y$$: $$x = 2y + 3$$.\\Thế $$x = 2y + 3$$ vào phương trình (2):\\$$3(2y + 3) + y = 16$$\\$$6y + 9 + y = 16$$\\$$7y = 7$$\\$$y = 1$$\\Thay $$y = 1$$ vào biểu thức $$x = 2y + 3$$:\\$$x = 2(1) + 3 = 5$$\\Vậy, nghiệm của hệ phương trình là $$(x; y) = (5; 1)$$.",thông hiểu
LO-C1-07,Giải hệ phương trình sau bằng phương pháp thế: $$\begin{cases} 2x + 3y = 1 \\ 4x + 6y = 2 \end{cases}$$,tự luận,"Từ phương trình (1), rút $$x$$ theo $$y$$: $$2x = 1 - 3y \implies x = \frac{1 - 3y}{2}$$.\\Thế $$x = \frac{1 - 3y}{2}$$ vào phương trình (2):\\$$4(\frac{1 - 3y}{2}) + 6y = 2$$\\$$2(1 - 3y) + 6y = 2$$\\$$2 - 6y + 6y = 2$$\\$$2 = 2$$ (Luôn đúng)\\Điều này chứng tỏ phương trình (2) là hệ quả của phương trình (1). Hệ phương trình có vô số nghiệm.\\Nghiệm tổng quát của hệ là các cặp số $$(x; y)$$ thỏa mãn $$2x + 3y = 1$$.\\Công thức nghiệm tổng quát: $$\begin{cases} x \in \mathbb{R} \\ y = \frac{1 - 2x}{3} \end{cases}$$",vận dụng
LO-C1-07,Giải hệ phương trình sau bằng phương pháp thế: $$\begin{cases} \frac{x}{2} + y = 1 \\ x + 2y = 5 \end{cases}$$,tự luận,"Từ phương trình (2), rút $$x$$ theo $$y$$: $$x = 5 - 2y$$.\\Thế $$x = 5 - 2y$$ vào phương trình (1):\\$$\frac{5 - 2y}{2} + y = 1$$\\Nhân cả hai vế với 2 để khử mẫu:\\$$(5 - 2y) + 2y = 2$$\\$$5 = 2$$ (Vô lý)\\Điều này chứng tỏ hai đường thẳng biểu diễn tập nghiệm của hai phương trình là song song. Hệ phương trình vô nghiệm.",vận dụng
LO-C1-07,Giải hệ phương trình sau bằng phương pháp thế: $$\begin{cases} 2(x+1) - y = 3 \\ x - 3(y-1) = 0 \end{cases}$$,tự luận,"Đầu tiên, ta rút gọn hai phương trình của hệ:\\(1): $$2x + 2 - y = 3 \implies 2x - y = 1$$\\(2): $$x - 3y + 3 = 0 \implies x - 3y = -3$$\\Hệ phương trình tương đương: $$\begin{cases} 2x - y = 1 \\ x - 3y = -3 \end{cases}$$\\Từ phương trình (1), rút $$y$$ theo $$x$$: $$y = 2x - 1$$.\\Thế $$y = 2x - 1$$ vào phương trình (2):\\$$x - 3(2x - 1) = -3$$\\$$x - 6x + 3 = -3$$\\$-5x = -6$$\\$$x = \frac{6}{5}$$\\Thay $$x = \frac{6}{5}$$ vào biểu thức $$y = 2x - 1$$:\\$$y = 2(\frac{6}{5}) - 1 = \frac{12}{5} - \frac{5}{5} = \frac{7}{5}$$\\Vậy, nghiệm của hệ phương trình là $$(x; y) = (\frac{6}{5}; \frac{7}{5})$$.",vận dụng cao
LO-C1-08,Giải hệ phương trình sau bằng phương pháp cộng đại số: $$\begin{cases} x + y = 5 \\ x - y = 1 \end{cases}$$,tự luận,"Nhận thấy hệ số của $$y$$ trong hai phương trình là đối nhau (1 và -1).\\Cộng vế theo vế hai phương trình của hệ, ta được:\\$$(x + y) + (x - y) = 5 + 1$$\\$$2x = 6$$\\$$x = 3$$\\Thay $$x = 3$$ vào phương trình (1):\\$$3 + y = 5$$\\$$y = 2$$\\Vậy, nghiệm của hệ phương trình là $$(x; y) = (3; 2)$$.",nhận biết
LO-C1-08,Giải hệ phương trình sau bằng phương pháp cộng đại số: $$\begin{cases} 2x + y = 7 \\ x + y = 4 \end{cases}$$,tự luận,"Nhận thấy hệ số của $$y$$ trong hai phương trình là bằng nhau.\\Trừ vế theo vế hai phương trình của hệ, ta được:\\$$(2x + y) - (x + y) = 7 - 4$$\\$$x = 3$$\\Thay $$x = 3$$ vào phương trình (2):\\$$3 + y = 4$$\\$$y = 1$$\\Vậy, nghiệm của hệ phương trình là $$(x; y) = (3; 1)$$.",thông hiểu
LO-C1-08,Giải hệ phương trình sau bằng phương pháp cộng đại số: $$\begin{cases} 3x + 2y = 8 \\ 2x - y = 3 \end{cases}$$,tự luận,"Để làm hệ số của $$y$$ đối nhau, ta nhân hai vế của phương trình (2) với 2:\\$$\begin{cases} 3x + 2y = 8 \\ 4x - 2y = 6 \end{cases}$$\\Cộng vế theo vế hai phương trình của hệ mới:\\$$(3x + 2y) + (4x - 2y) = 8 + 6$$\\$$7x = 14$$\\$$x = 2$$\\Thay $$x = 2$$ vào phương trình (2) ban đầu:\\$$2(2) - y = 3$$\\$$4 - y = 3$$\\$$y = 1$$\\Vậy, nghiệm của hệ phương trình là $$(x; y) = (2; 1)$$.",thông hiểu
LO-C1-08,Giải hệ phương trình sau bằng phương pháp cộng đại số: $$\begin{cases} 3x - 4y = 1 \\ 2x + 5y = 7 \end{cases}$$,tự luận,"Để làm hệ số của $$x$$ bằng nhau, ta nhân hai vế của phương trình (1) với 2 và phương trình (2) với 3:\\$$\begin{cases} 6x - 8y = 2 \\ 6x + 15y = 21 \end{cases}$$\\Trừ vế theo vế hai phương trình của hệ mới:\\$$(6x + 15y) - (6x - 8y) = 21 - 2$$\\$$23y = 19$$\\$$y = \frac{19}{23}$$\\Thay $$y = \frac{19}{23}$$ vào phương trình (1) ban đầu:\\$$3x - 4(\frac{19}{23}) = 1$$\\$$3x - \frac{76}{23} = 1$$\\$$3x = 1 + \frac{76}{23} = \frac{99}{23}$$\\$$x = \frac{99}{23} \div 3 = \frac{33}{23}$$\\Vậy, nghiệm của hệ phương trình là $$(x; y) = (\frac{33}{23}; \frac{19}{23})$$.",vận dụng
LO-C1-08,Giải hệ phương trình sau bằng phương pháp cộng đại số: $$\begin{cases} \frac{x}{2} - \frac{y}{3} = 1 \\ 5x - 8y = 3 \end{cases}$$,tự luận,"Đầu tiên, ta quy đồng mẫu số phương trình (1) để đưa về dạng chuẩn. Mẫu chung là 6:\\$$3x - 2y = 6$$\\Hệ phương trình tương đương: $$\begin{cases} 3x - 2y = 6 \\ 5x - 8y = 3 \end{cases}$$\\Để làm hệ số của $$y$$ đối nhau, ta nhân hai vế của phương trình (1) với -4:\\$$\begin{cases} -12x + 8y = -24 \\ 5x - 8y = 3 \end{cases}$$\\Cộng vế theo vế hai phương trình của hệ mới:\\$$(-12x + 8y) + (5x - 8y) = -24 + 3$$\\$-7x = -21$$\\$$x = 3$$\\Thay $$x = 3$$ vào phương trình $$3x - 2y = 6$$:\\$$3(3) - 2y = 6$$\\$$9 - 2y = 6$$\\$-2y = -3$$\\$$y = \frac{3}{2}$$\\Vậy, nghiệm của hệ phương trình là $$(x; y) = (3; \frac{3}{2})$$.",vận dụng cao
LO-C1-09,"Không giải hệ phương trình, hãy cho biết số nghiệm của hệ sau: $$\begin{cases} x + y = 3 \\ 2x + 2y = 6 \end{cases}$$",tự luận,"Xét hệ phương trình $$\begin{cases} ax + by = c \\ a'x + b'y = c' \end{cases}$$.\\Ta có $$a=1, b=1, c=3$$ và $$a'=2, b'=2, c'=6$$.\\Lập các tỉ số:\\$$\frac{a}{a'} = \frac{1}{2}$$\\$$\frac{b}{b'} = \frac{1}{2}$$\\$$\frac{c}{c'} = \frac{3}{6} = \frac{1}{2}$$\\Vì $$\frac{a}{a'} = \frac{b}{b'} = \frac{c}{c'}$$, nên hệ phương trình có vô số nghiệm.",nhận biết
LO-C1-09,"Không giải hệ phương trình, hãy cho biết số nghiệm của hệ sau: $$\begin{cases} 2x - y = 1 \\ 4x - 2y = 3 \end{cases}$$",tự luận,"Xét hệ phương trình $$\begin{cases} ax + by = c \\ a'x + b'y = c' \end{cases}$$.\\Ta có $$a=2, b=-1, c=1$$ và $$a'=4, b'=-2, c'=3$$.\\Lập các tỉ số:\\$$\frac{a}{a'} = \frac{2}{4} = \frac{1}{2}$$\\$$\frac{b}{b'} = \frac{-1}{-2} = \frac{1}{2}$$\\$$\frac{c}{c'} = \frac{1}{3}$$\\Vì $$\frac{a}{a'} = \frac{b}{b'} \neq \frac{c}{c'}$$, nên hệ phương trình vô nghiệm.",thông hiểu
LO-C1-09,"Không giải hệ phương trình, hãy cho biết số nghiệm của hệ sau: $$\begin{cases} 3x + 2y = 5 \\ x - y = 0 \end{cases}$$",tự luận,"Xét hệ phương trình $$\begin{cases} ax + by = c \\ a'x + b'y = c' \end{cases}$$.\\Ta có $$a=3, b=2, c=5$$ và $$a'=1, b'=-1, c'=0$$.\\Lập các tỉ số:\\$$\frac{a}{a'} = \frac{3}{1} = 3$$\\$$\frac{b}{b'} = \frac{2}{-1} = -2$$\\Vì $$\frac{a}{a'} \neq \frac{b}{b'}$$, nên hệ phương trình có nghiệm duy nhất.",thông hiểu
LO-C1-09,Tìm giá trị của $$m$$ để hệ phương trình sau có nghiệm duy nhất: $$\begin{cases} mx + y = 3 \\ 4x + my = 6 \end{cases}$$,tự luận,"Hệ phương trình có nghiệm duy nhất khi $$\frac{a}{a'} \neq \frac{b}{b'}$$.\\Ta có $$a=m, b=1$$ và $$a'=4, b'=m$$.\\Điều kiện để có nghiệm duy nhất là:\\$$\frac{m}{4} \neq \frac{1}{m}$$\\$$\implies m \cdot m \neq 4 \cdot 1$$\\$$\implies m^2 \neq 4$$\\$$\implies m \neq 2$$ và $$m \neq -2$$.\\Vậy, với $$m \neq 2$$ và $$m \neq -2$$ thì hệ phương trình có nghiệm duy nhất.",vận dụng
LO-C1-09,Tìm giá trị của $$k$$ để hệ phương trình sau vô nghiệm: $$\begin{cases} (k-1)x - y = 2 \\ 3x - y = 1 \end{cases}$$,tự luận,"Hệ phương trình vô nghiệm khi $$\frac{a}{a'} = \frac{b}{b'} \neq \frac{c}{c'}$$.\\Ta có $$a=k-1, b=-1, c=2$$ và $$a'=3, b'=-1, c'=1$$.\\Xét điều kiện $$\frac{a}{a'} = \frac{b}{b'}$$: \\$$\frac{k-1}{3} = \frac{-1}{-1} = 1$$\\$$\implies k-1 = 3$$\\$$\implies k = 4$$\\Bây giờ, kiểm tra điều kiện $$\frac{b}{b'} \neq \frac{c}{c'}$$ với $$k=4$$.\\$$\frac{b}{b'} = 1$$\\$$\frac{c}{c'} = \frac{2}{1} = 2$$\\Ta thấy $$1 \neq 2$$, điều kiện được thỏa mãn.\\Vậy, với $$k = 4$$ thì hệ phương trình vô nghiệm.",vận dụng cao
LO-C1-10,"Tìm hai số tự nhiên, biết rằng tổng của chúng bằng 59 và hai lần số này bé hơn ba lần số kia là 7.",tự luận,"Gọi hai số tự nhiên cần tìm là $$x$$ và $$y$$ ($$x, y \in \mathbb{N}$$).\\Theo đề bài, tổng của chúng bằng 59, ta có phương trình: $$x + y = 59$$ (1).\\Hai lần số này bé hơn ba lần số kia là 7. Giả sử $$2x < 3y$$, ta có phương trình: $$3y - 2x = 7$$ (2).\\Ta có hệ phương trình: $$\begin{cases} x + y = 59 \\ -2x + 3y = 7 \end{cases}$$\\Nhân phương trình (1) với 2: $$\begin{cases} 2x + 2y = 118 \\ -2x + 3y = 7 \end{cases}$$\\Cộng vế theo vế hai phương trình: $$5y = 125 \implies y = 25$$.\\Thay $$y = 25$$ vào (1): $$x + 25 = 59 \implies x = 34$$.\\Cả hai giá trị $$x=34, y=25$$ đều là số tự nhiên. Vậy hai số cần tìm là 34 và 25.",nhận biết
LO-C1-10,Một mảnh vườn hình chữ nhật có chu vi là 34m. Nếu tăng chiều dài thêm 3m và tăng chiều rộng thêm 2m thì diện tích tăng thêm 45m². Tính chiều dài và chiều rộng của mảnh vườn.,tự luận,"Gọi chiều dài và chiều rộng của mảnh vườn lần lượt là $$x$$ và $$y$$ (m, $$x > y > 0$$).\\Chu vi của mảnh vườn là 34m, ta có phương trình: $$2(x + y) = 34 \implies x + y = 17$$ (1).\\Diện tích ban đầu là $$xy$$ (m²).\\Chiều dài mới là $$x+3$$, chiều rộng mới là $$y+2$$.\\Diện tích mới là $$(x+3)(y+2)$$.\\Diện tích tăng thêm 45m², ta có phương trình: $$(x+3)(y+2) - xy = 45$$\\$$xy + 2x + 3y + 6 - xy = 45$$\\$$2x + 3y = 39$$ (2).\\Ta có hệ phương trình: $$\begin{cases} x + y = 17 \\ 2x + 3y = 39 \end{cases}$$\\Từ (1) suy ra $$x = 17 - y$$. Thế vào (2):\\$$2(17 - y) + 3y = 39$$\\$$34 - 2y + 3y = 39$$\\$$y = 5$$\\Thay $$y=5$$ vào (1): $$x + 5 = 17 \implies x = 12$$.\\Vậy, chiều dài của mảnh vườn là 12m và chiều rộng là 5m.",thông hiểu
LO-C1-10,"Hai tổ sản xuất theo kế hoạch phải làm 600 sản phẩm. Nhưng do cải tiến kỹ thuật, tổ I đã vượt mức 18% và tổ II vượt mức 21%, vì vậy cả hai tổ đã làm được 720 sản phẩm. Tính số sản phẩm mỗi tổ phải làm theo kế hoạch.",tự luận,"Gọi số sản phẩm tổ I và tổ II phải làm theo kế hoạch lần lượt là $$x$$ và $$y$$ (sản phẩm, $$x, y \in \mathbb{N}^*$$).\\Theo kế hoạch, hai tổ phải làm 600 sản phẩm, ta có phương trình: $$x + y = 600$$ (1).\\Số sản phẩm vượt mức của tổ I là $$0.18x$$.\\Số sản phẩm vượt mức của tổ II là $$0.21y$$.\\Tổng số sản phẩm vượt mức là $$720 - 600 = 120$$ sản phẩm.\\Ta có phương trình: $$0.18x + 0.21y = 120$$ (2).\\Ta có hệ phương trình: $$\begin{cases} x + y = 600 \\ 0.18x + 0.21y = 120 \end{cases}$$\\Từ (1) suy ra $$x = 600 - y$$. Thế vào (2):\\$$0.18(600 - y) + 0.21y = 120$$\\$$108 - 0.18y + 0.21y = 120$$\\$$0.03y = 12$$\\$$y = 400$$\\Thay $$y=400$$ vào (1): $$x + 400 = 600 \implies x = 200$$.\\Vậy, theo kế hoạch, tổ I phải làm 200 sản phẩm và tổ II phải làm 400 sản phẩm.",vận dụng
LO-C1-10,Một ô tô đi từ A đến B với một vận tốc xác định. Nếu vận tốc tăng thêm 20 km/h thì thời gian đi sẽ giảm 1 giờ. Nếu vận tốc giảm đi 10 km/h thì thời gian đi sẽ tăng thêm 1 giờ. Tính vận tốc và thời gian dự định của ô tô.,tự luận,"Gọi vận tốc dự định là $$v$$ (km/h, $$v > 10$$) và thời gian dự định là $$t$$ (giờ, $$t > 1$$).\\Quãng đường AB là $$S = vt$$.\\Nếu vận tốc tăng 20 km/h ($$v+20$$), thời gian giảm 1 giờ ($$t-1$$), ta có: $$(v+20)(t-1) = vt$$\\$$vt - v + 20t - 20 = vt \implies -v + 20t = 20$$ (1).\\Nếu vận tốc giảm 10 km/h ($$v-10$$), thời gian tăng 1 giờ ($$t+1$$), ta có: $$(v-10)(t+1) = vt$$\\$$vt + v - 10t - 10 = vt \implies v - 10t = 10$$ (2).\\Ta có hệ phương trình: $$\begin{cases} -v + 20t = 20 \\ v - 10t = 10 \end{cases}$$\\Cộng vế theo vế hai phương trình: $$10t = 30 \implies t = 3$$.\\Thay $$t=3$$ vào (2): $$v - 10(3) = 10 \implies v - 30 = 10 \implies v = 40$$.\\Vậy, vận tốc dự định là 40 km/h và thời gian dự định là 3 giờ.",vận dụng cao
LO-C1-10,Hai vòi nước cùng chảy vào một bể cạn (không có nước) thì sau 1 giờ 20 phút sẽ đầy bể. Nếu mở vòi thứ nhất trong 10 phút và vòi thứ hai trong 12 phút thì chỉ được $$\frac{2}{15}$$ bể. Hỏi nếu mỗi vòi chảy một mình thì sau bao lâu sẽ đầy bể?,tự luận,"Đổi: 1 giờ 20 phút = 80 phút; 10 phút = $$\frac{1}{6}$$ giờ; 12 phút = $$\frac{1}{5}$$ giờ; 1 giờ 20 phút = $$\frac{4}{3}$$ giờ.\\Gọi thời gian để vòi I và vòi II chảy một mình đầy bể lần lượt là $$x, y$$ (giờ, $$x,y > 0$$).\\Trong 1 giờ, vòi I chảy được $$\frac{1}{x}$$ bể, vòi II chảy được $$\frac{1}{y}$$ bể.\\Cả hai vòi cùng chảy đầy bể trong $$\frac{4}{3}$$ giờ, nên trong 1 giờ cả hai vòi chảy được $$1 \div \frac{4}{3} = \frac{3}{4}$$ bể. Ta có phương trình: $$\frac{1}{x} + \frac{1}{y} = \frac{3}{4}$$ (1).\\Vòi I chảy trong 10 phút ($$\frac{1}{6}$$ giờ) và vòi II chảy trong 12 phút ($$\frac{1}{5}$$ giờ) thì được $$\frac{2}{15}$$ bể. Ta có phương trình: $$\frac{1}{6x} + \frac{1}{5y} = \frac{2}{15}$$ (2).\\Đặt $$u = \frac{1}{x}, v = \frac{1}{y}$$. Hệ trở thành: $$\begin{cases} u + v = \frac{3}{4} \\ \frac{1}{6}u + \frac{1}{5}v = \frac{2}{15} \end{cases}$$\\Từ (1) suy ra $$u = \frac{3}{4} - v$$. Thế vào (2):\\$$\frac{1}{6}(\frac{3}{4} - v) + \frac{1}{5}v = \frac{2}{15}$$\\$$\frac{1}{8} - \frac{1}{6}v + \frac{1}{5}v = \frac{2}{15}$$\\$$(\frac{1}{5} - \frac{1}{6})v = \frac{2}{15} - \frac{1}{8}$$\\$$\frac{1}{30}v = \frac{16-15}{120} = \frac{1}{120} \implies v = \frac{30}{120} = \frac{1}{4}$$.\\Suy ra $$u = \frac{3}{4} - \frac{1}{4} = \frac{2}{4} = \frac{1}{2}$$.\\Vậy, $$u = \frac{1}{x} = \frac{1}{2} \implies x = 2$$.\\$$v = \frac{1}{y} = \frac{1}{4} \implies y = 4$$.\\Vậy, vòi I chảy một mình đầy bể trong 2 giờ, vòi II chảy một mình đầy bể trong 4 giờ.",vận dụng cao
LO-C2-01,Cho bất đẳng thức $$a < b$$. So sánh $$a + 5$$ và $$b + 5$$. Giải thích.,tự luận,"Theo tính chất liên hệ giữa thứ tự và phép cộng, khi cộng cùng một số vào cả hai vế của một bất đẳng thức, ta được một bất đẳng thức mới cùng chiều với bất đẳng thức đã cho.\\Vì $$a < b$$, nên khi cộng 5 vào cả hai vế, ta được: $$a + 5 < b + 5$$.",nhận biết
LO-C2-01,Cho $$a > b$$. Hãy so sánh: \\a) $$3a$$ và $$3b$$ \\b) $$-2a$$ và $$-2b$$,tự luận,"a) Khi nhân cả hai vế của một bất đẳng thức với cùng một số dương, ta được một bất đẳng thức mới cùng chiều.\\Vì $$a > b$$ và $$3 > 0$$, nên $$3a > 3b$$.\\b) Khi nhân cả hai vế của một bất đẳng thức với cùng một số âm, ta được một bất đẳng thức mới ngược chiều.\\Vì $$a > b$$ và $$-2 < 0$$, nên $$-2a < -2b$$.",thông hiểu
LO-C2-01,Biết $$-5a > -5b$$. Hãy so sánh $$a$$ và $$b$$.,tự luận,"Ta có bất đẳng thức $$-5a > -5b$$.\\Để so sánh $$a$$ và $$b$$, ta chia cả hai vế của bất đẳng thức cho -5.\\Vì -5 là một số âm, nên khi chia cả hai vế cho -5, ta phải đổi chiều bất đẳng thức.\\$$\frac{-5a}{-5} < \frac{-5b}{-5}$$\\$$a < b$$\\Vậy, $$a < b$$.",thông hiểu
LO-C2-01,Cho $$m < n$$. Chứng tỏ rằng $$2m - 3 < 2n - 3$$.,tự luận,"Ta cần chứng minh $$2m - 3 < 2n - 3$$ từ giả thiết $$m < n$$.\\Bước 1: Nhân cả hai vế của bất đẳng thức $$m < n$$ với 2 (là số dương), ta được:\\$$2m < 2n$$ (bất đẳng thức không đổi chiều).\\Bước 2: Cộng -3 vào cả hai vế của bất đẳng thức vừa nhận được:\\$$2m + (-3) < 2n + (-3)$$\\$$2m - 3 < 2n - 3$$ (điều phải chứng minh).",vận dụng
LO-C2-01,"Cho $$a > 0, b > 0$$ và $$a > b$$. So sánh $$\frac{1}{a}$$ và $$\frac{1}{b}$$.",tự luận,"Vì $$a > 0, b > 0$$, nên $$ab > 0$$. Do đó, $$\frac{1}{ab} > 0$$.\\Nhân cả hai vế của bất đẳng thức $$a > b$$ với số dương $$\frac{1}{ab}$$, ta được:\\$$a \cdot \frac{1}{ab} > b \cdot \frac{1}{ab}$$\\$$\frac{a}{ab} > \frac{b}{ab}$$\\$$\frac{1}{b} > \frac{1}{a}$$\\Vậy, $$\frac{1}{a} < \frac{1}{b}$$.",vận dụng cao
LO-C2-02,"Trong các bất phương trình sau, bất phương trình nào là bất phương trình bậc nhất một ẩn? \\a) $$2x - 5 > 0$$ \\b) $$x^2 + 1 \le 0$$ \\c) $$0x + 3 > 0$$ \\d) $$y < 2$$",tự luận,"Bất phương trình bậc nhất một ẩn có dạng $$ax + b < 0$$ (hoặc $$, $$\le$$, $$\ge$$) với $$a \neq 0$$.\\a) $$2x - 5 > 0$$ là bất phương trình bậc nhất một ẩn với $$a=2, b=-5$$.\\b) $$x^2 + 1 \le 0$$ không phải là bất phương trình bậc nhất vì có chứa $$x^2$$.\\c) $$0x + 3 > 0$$ không phải là bất phương trình bậc nhất vì hệ số $$a = 0$$.\\d) $$y < 2$$ (hay $$y - 2 < 0$$) là bất phương trình bậc nhất một ẩn (ẩn là y) với $$a=1, b=-2$$.\\Vậy, các bất phương trình bậc nhất một ẩn là a) và d).",nhận biết
LO-C2-02,Kiểm tra xem $$x = 3$$ có phải là nghiệm của bất phương trình $$5 - 2x < 0$$ không?,tự luận,"Để kiểm tra $$x = 3$$ có phải là nghiệm của bất phương trình hay không, ta thay $$x = 3$$ vào bất phương trình:\\Vế trái: $$5 - 2(3) = 5 - 6 = -1$$.\\Ta có bất đẳng thức: $$-1 < 0$$. Đây là một khẳng định đúng.\\Vậy, $$x = 3$$ là một nghiệm của bất phương trình $$5 - 2x < 0$$.",thông hiểu
LO-C2-02,Hãy cho một ví dụ về bất phương trình bậc nhất một ẩn có nghiệm là $$x = -1$$.,tự luận,"Ta cần tìm một bất phương trình dạng $$ax+b<0$$ (hoặc các dạng khác) sao cho khi thay $$x=-1$$ vào thì được một khẳng định đúng.\\Ví dụ, ta muốn có bất phương trình $$x < 0$$. Khi thay $$x=-1$$, ta được $$-1 < 0$$ (đúng). Vậy $$x < 0$$ là một ví dụ.\\Một ví dụ khác: $$2x + 3 > 0$$. Thay $$x=-1$$ vào ta được $$2(-1) + 3 = 1 > 0$$ (đúng). Vậy $$2x + 3 > 0$$ là một ví dụ.\\(Có vô số câu trả lời đúng).",thông hiểu
LO-C2-02,Biến đổi bất phương trình $$3(x-2) \ge 4$$ về dạng $$ax + b \ge 0$$.,tự luận,"Ta thực hiện các phép biến đổi:\\$$3(x-2) \ge 4$$\\$$3x - 6 \ge 4$$ (Nhân phân phối)\\$$3x - 6 - 4 \ge 0$$ (Chuyển vế)\\$$3x - 10 \ge 0$$\\Vậy, bất phương trình đã được đưa về dạng $$ax + b \ge 0$$ với $$a=3$$ và $$b=-10$$.",vận dụng
LO-C2-02,Tìm giá trị của $$m$$ để bất phương trình $$(m^2 - 1)x + 5 < 0$$ là một bất phương trình bậc nhất một ẩn.,tự luận,"Để bất phương trình $$(m^2 - 1)x + 5 < 0$$ là một bất phương trình bậc nhất một ẩn, hệ số của $$x$$ phải khác 0.\\Tức là: $$m^2 - 1 \neq 0$$\\$$m^2 \neq 1$$\\$$m \neq 1$$ và $$m \neq -1$$\\Vậy, giá trị của $$m$$ cần tìm là $$m \neq 1$$ và $$m \neq -1$$.",vận dụng cao
LO-C2-03,Giải bất phương trình: $$x - 7 > 0$$,tự luận,"Ta có: $$x - 7 > 0$$\\Sử dụng quy tắc chuyển vế, ta chuyển -7 từ vế trái sang vế phải và đổi dấu:\\$$x > 7$$\\Vậy, tập nghiệm của bất phương trình là $$S = \{x | x > 7\}$$.",nhận biết
